filename,class,xmin,ymin,xmax,ymax,trackId
COCO_val2014_000000568205.jpg,torso,511.04,1.08,638.04,278.08,0
COCO_val2014_000000568205.jpg,head,340.04,1.08,562.04,167.08,0
COCO_val2014_000000263505.jpg,person,67.97,172.02,222.6,483.65,0
COCO_val2014_000000263505.jpg,torso,110.97,219.02,193.97,289.02,0
COCO_val2014_000000263505.jpg,head,136.97,172.02,174.97,226.02,0
COCO_val2014_000000001369.jpg,person,266.31,136.48,358.65999999999997,389.9,0
COCO_val2014_000000001369.jpg,torso,283.31,180.48,334.31,272.48,0
COCO_val2014_000000001369.jpg,head,296.31,144.48,321.31,180.48,0
COCO_val2014_000000525702.jpg,person,0,264,258.24,498.71000000000004,0
COCO_val2014_000000525702.jpg,torso,20,339,118,453,0
COCO_val2014_000000525702.jpg,head,40,268,147,373,0
COCO_val2014_000000132510.jpg,person,93.26,121.35,215.73000000000002,408.99,0
COCO_val2014_000000132510.jpg,torso,120.26,162.35,173.26,251.35,0
COCO_val2014_000000132510.jpg,head,146.26,127.35,178.26,168.35,0
COCO_val2014_000000263613.jpg,person,289.87,379.7,419.01,559.0699999999999,0
COCO_val2014_000000263613.jpg,torso,366.87,404.7,409.87,492.7,0
COCO_val2014_000000263613.jpg,head,355.87,379.7,395.87,425.7,0
COCO_val2014_000000525762.jpg,person,372.11,168.84,498.52,331.32,0
COCO_val2014_000000525762.jpg,torso,407.11,203.84,448.11,247.84,0
COCO_val2014_000000525762.jpg,head,424.11,170.84,454.11,204.84,0
COCO_val2014_000000263647.jpg,person,175.73,80.29,493.76,375.40000000000003,0
COCO_val2014_000000263647.jpg,torso,228.73,181.29000000000002,383.73,300.29,0
COCO_val2014_000000263647.jpg,head,192.73,238.29000000000002,270.73,327.29,0
COCO_val2014_000000263696.jpg,person,138.81,61.33,381.01,421.28,0
COCO_val2014_000000263696.jpg,torso,190.81,167.32999999999998,356.81,419.33,0
COCO_val2014_000000263696.jpg,head,219.81,61.33,317.81,195.32999999999998,0
COCO_val2014_000000263696.jpg,person,0,71.48,166.95,420.72,1
COCO_val2014_000000263696.jpg,torso,0,156.48000000000002,129,419.48,1
COCO_val2014_000000263696.jpg,head,46,78.48,158,219.48000000000002,1
COCO_val2014_000000525849.jpg,person,62.12,204.06,244.15,503.12,0
COCO_val2014_000000525849.jpg,torso,95.12,304.06,243.12,495.06,0
COCO_val2014_000000525849.jpg,head,114.12,206.06,216.12,361.06,0
COCO_val2014_000000525849.jpg,person,184.7,196.29,433.83,538.48,1
COCO_val2014_000000525849.jpg,torso,226.7,326.28999999999996,425.7,507.28999999999996,1
COCO_val2014_000000525849.jpg,head,262.7,203.29,391.7,366.28999999999996,1
COCO_val2014_000000001592.jpg,person,107.54,219.33,387.13,606.38,0
COCO_val2014_000000001592.jpg,torso,149.54000000000002,298.33000000000004,248.54000000000002,412.33000000000004,0
COCO_val2014_000000001592.jpg,head,158.54000000000002,221.33,230.54000000000002,329.33000000000004,0
COCO_val2014_000000525908.jpg,person,77.84,12.25,407.92999999999995,633.51,0
COCO_val2014_000000525908.jpg,torso,121.84,156.25,262.84000000000003,373.25,0
COCO_val2014_000000525908.jpg,head,134.84,39.25,229.84,172.25,0
COCO_val2014_000000001655.jpg,person,77.91,236.67,350.09000000000003,419.40999999999997,0
COCO_val2014_000000001655.jpg,torso,101.91,364.66999999999996,293.90999999999997,417.66999999999996,0
COCO_val2014_000000001655.jpg,head,170.91,236.67,275.90999999999997,370.66999999999996,0
COCO_val2014_000000526000.jpg,person,151.69,54.54,478.0,632.42,0
COCO_val2014_000000526000.jpg,torso,192.69,275.54,476.69,630.54,0
COCO_val2014_000000526000.jpg,head,262.69,68.53999999999999,406.69,295.54,0
COCO_val2014_000000526021.jpg,person,208.76,114.15,415.49,355.75,0
COCO_val2014_000000526021.jpg,torso,248.76,150.15,353.76,232.15,0
COCO_val2014_000000526021.jpg,head,334.76,118.15,372.76,170.15,0
COCO_val2014_000000526186.jpg,person,28.04,148.52,230.82999999999998,472.12,0
COCO_val2014_000000526186.jpg,torso,60.04,229.52,200.04,406.52,0
COCO_val2014_000000526186.jpg,head,73.03999999999999,162.52,147.04,262.52,0
COCO_val2014_000000526186.jpg,person,290.81,119.46,503.78,475.14,1
COCO_val2014_000000526186.jpg,torso,307.81,162.45999999999998,414.81,302.46,1
COCO_val2014_000000526186.jpg,head,361.81,124.46,411.81,182.45999999999998,1
COCO_val2014_000000001955.jpg,person,103.41,455.17,217.81,640.0,0
COCO_val2014_000000001955.jpg,torso,160.41,493.17,193.41,545.1700000000001,0
COCO_val2014_000000001955.jpg,head,168.41,455.17,216.41,493.17,0
COCO_val2014_000000395248.jpg,person,350.24,16.31,536.39,422.2,0
COCO_val2014_000000395248.jpg,torso,418.24,94.31,526.24,253.31,0
COCO_val2014_000000395248.jpg,head,403.24,28.31,472.24,125.31,0
COCO_val2014_000000002142.jpg,person,179.4,39.22,312.9,273.69,0
COCO_val2014_000000002142.jpg,torso,217.4,87.22,280.4,152.22,0
COCO_val2014_000000002142.jpg,head,222.4,44.22,261.4,102.22,0
COCO_val2014_000000395363.jpg,person,254.82,81.94,359.14,398.61,0
COCO_val2014_000000395363.jpg,torso,283.82,119.94,354.82,221.94,0
COCO_val2014_000000395363.jpg,head,274.82,83.94,317.82,131.94,0
COCO_val2014_000000002239.jpg,person,42.9,52.31,346.89,423.46,0
COCO_val2014_000000002239.jpg,torso,59.9,206.31,232.9,422.31,0
COCO_val2014_000000002239.jpg,head,87.9,57.31,225.9,247.31,0
COCO_val2014_000000526576.jpg,person,168.27,97.8,356.67,632.81,0
COCO_val2014_000000526576.jpg,torso,221.27,169.8,326.27,305.8,0
COCO_val2014_000000526576.jpg,head,246.27,102.8,296.27,168.8,0
COCO_val2014_000000526654.jpg,person,4.99,7.98,495.88,441.01,0
COCO_val2014_000000526654.jpg,torso,131.99,116.98,467.99,240.98,0
COCO_val2014_000000526654.jpg,head,173.99,7.98,493.99,215.98,0
COCO_val2014_000000264568.jpg,person,187.98,99.18,480.0,544.02,0
COCO_val2014_000000264568.jpg,torso,266.98,176.18,472.98,300.18,0
COCO_val2014_000000264568.jpg,head,192.98,120.18,318.98,255.18,0
COCO_val2014_000000264572.jpg,person,70.84,88.24,442.41999999999996,544.3299999999999,0
COCO_val2014_000000264572.jpg,torso,179.84,160.24,309.84000000000003,307.24,0
COCO_val2014_000000264572.jpg,head,194.84,103.24,249.84,180.24,0
COCO_val2014_000000264594.jpg,person,0,5.56,165.68,289.75,0
COCO_val2014_000000264594.jpg,torso,0,129.56,119,269.56,0
COCO_val2014_000000264594.jpg,head,0,10.559999999999999,100,137.56,0
COCO_val2014_000000264594.jpg,person,358.98,151.68,546.52,504.90000000000003,1
COCO_val2014_000000264594.jpg,torso,421.98,255.68,504.98,364.68,1
COCO_val2014_000000264594.jpg,head,412.98,154.68,501.98,261.68,1
COCO_val2014_000000133527.jpg,person,1.44,30.99,638.9000000000001,633.51,0
COCO_val2014_000000133527.jpg,torso,151.44,404.99,637.44,631.99,0
COCO_val2014_000000133527.jpg,head,288.44,45.989999999999995,565.44,479.99,0
COCO_val2014_000000526778.jpg,person,158.83,38.47,481.41999999999996,341.33000000000004,0
COCO_val2014_000000526778.jpg,torso,186.83,79.47,331.83000000000004,196.47,0
COCO_val2014_000000526778.jpg,head,194.83,50.47,258.83000000000004,138.47,0
COCO_val2014_000000133620.jpg,person,384.8,94.67,605.7,447.91,0
COCO_val2014_000000133620.jpg,torso,419.8,250.67000000000002,581.8,446.67,0
COCO_val2014_000000133620.jpg,head,442.8,115.67,546.8,274.67,0
COCO_val2014_000000526837.jpg,person,76.8,95.57,322.56,505.17,0
COCO_val2014_000000526837.jpg,torso,152.8,167.57,244.8,293.57,0
COCO_val2014_000000526837.jpg,head,166.8,110.57,216.8,182.57,0
COCO_val2014_000000526892.jpg,person,189.84,148.13,365.3,560.9,0
COCO_val2014_000000526892.jpg,torso,269.84000000000003,192.13,359.84000000000003,329.13,0
COCO_val2014_000000526892.jpg,head,232.84,150.13,290.84000000000003,215.13,0
COCO_val2014_000000133690.jpg,person,175.39,65.2,492.2,422.40999999999997,0
COCO_val2014_000000133690.jpg,torso,321.39,171.2,445.39,377.2,0
COCO_val2014_000000133690.jpg,head,294.39,77.2,382.39,211.2,0
COCO_val2014_000000264855.jpg,person,317.81,279.72,570.9200000000001,369.76000000000005,0
COCO_val2014_000000264855.jpg,torso,462.81,317.72,532.81,344.72,0
COCO_val2014_000000264855.jpg,head,522.81,286.72,569.81,333.72,0
COCO_val2014_000000527102.jpg,person,341.11,178.56,506.13,481.5,0
COCO_val2014_000000527102.jpg,torso,388.11,243.56,491.11,354.56,0
COCO_val2014_000000527102.jpg,head,402.11,187.56,461.11,265.56,0
COCO_val2014_000000527102.jpg,person,168.71,105.91,322.64,243.82999999999998,1
COCO_val2014_000000527102.jpg,torso,192.71,174.91,299.71000000000004,230.91,1
COCO_val2014_000000527102.jpg,head,220.71,116.91,270.71000000000004,185.91,1
COCO_val2014_000000002839.jpg,person,109.53,0,640.0,477.66,0
COCO_val2014_000000002839.jpg,torso,256.53,405,572.53,476,0
COCO_val2014_000000002839.jpg,head,221.53,0,595.53,441,0
COCO_val2014_000000021919.jpg,person,107.87,243.06,303.46000000000004,586.79,0
COCO_val2014_000000021919.jpg,torso,152.87,320.06,265.87,465.06,0
COCO_val2014_000000021919.jpg,head,184.87,252.06,234.87,330.06,0
COCO_val2014_000000265069.jpg,person,1.38,42.39,230.9,349.89,0
COCO_val2014_000000265069.jpg,torso,1.38,98.39,54.38,213.39,0
COCO_val2014_000000265069.jpg,head,1.38,44.39,64.38,109.39,0
COCO_val2014_000000265125.jpg,person,134.34,132.42,406.85,420.28,0
COCO_val2014_000000265125.jpg,torso,172.34,189.42,303.34000000000003,361.41999999999996,0
COCO_val2014_000000265125.jpg,head,238.34,137.42,301.34000000000003,197.42,0
COCO_val2014_000000134193.jpg,person,0,11.92,296,352.0,0
COCO_val2014_000000134193.jpg,torso,56,78.92,175,246.92,0
COCO_val2014_000000134193.jpg,head,90,17.92,156,102.92,0
COCO_val2014_000000502982.jpg,person,162.54,32.29,544.66,479.0,0
COCO_val2014_000000502982.jpg,torso,318.53999999999996,161.29,536.54,477.29,0
COCO_val2014_000000502982.jpg,head,342.53999999999996,43.29,441.53999999999996,206.29,0
COCO_val2014_000000415613.jpg,person,25.79,2.09,353.45000000000005,426.21999999999997,0
COCO_val2014_000000415613.jpg,torso,32.79,41.09,248.79,305.09,0
COCO_val2014_000000415613.jpg,head,179.79,2.09,307.79,117.09,0
COCO_val2014_000000396542.jpg,person,52,0.54,352.08,430.63,0
COCO_val2014_000000396542.jpg,torso,174,29.54,240,193.54,0
COCO_val2014_000000396542.jpg,head,156,0.54,240,41.54,0
COCO_val2014_000000265550.jpg,person,221.29,84.16,318.6,318.86,0
COCO_val2014_000000265550.jpg,torso,226.29,114.16,285.28999999999996,190.16,0
COCO_val2014_000000265550.jpg,head,263.28999999999996,88.16,294.28999999999996,126.16,0
COCO_val2014_000000527704.jpg,person,265.45,58.15,412.08,342.97999999999996,0
COCO_val2014_000000527704.jpg,torso,324.45,83.15,395.45,156.15,0
COCO_val2014_000000527704.jpg,head,360.45,60.15,391.45,89.15,0
COCO_val2014_000000134555.jpg,person,288.43,416.31,427.0,630.12,0
COCO_val2014_000000134555.jpg,torso,320.43,474.31,417.43,617.31,0
COCO_val2014_000000134555.jpg,head,333.43,418.31,379.43,479.31,0
COCO_val2014_000000003488.jpg,person,196.56,81.28,343.06,288.05,0
COCO_val2014_000000003488.jpg,torso,240.56,112.28,287.56,174.28,0
COCO_val2014_000000003488.jpg,head,252.56,84.28,274.56,118.28,0
COCO_val2014_000000527791.jpg,person,393.55,90.64,541.62,202.79000000000002,0
COCO_val2014_000000527791.jpg,torso,420.55,141.64,492.55,201.64,0
COCO_val2014_000000527791.jpg,head,451.55,113.64,486.55,156.64,0
COCO_val2014_000000415648.jpg,person,113.94,62.11,501.15,611.75,0
COCO_val2014_000000415648.jpg,torso,197.94,183.11,403.94,465.11,0
COCO_val2014_000000415648.jpg,head,248.94,71.11,329.94,188.11,0
COCO_val2014_000000003580.jpg,person,0,83.86,640,474.73,0
COCO_val2014_000000003580.jpg,torso,290,225.86,634,447.86,0
COCO_val2014_000000003580.jpg,head,520,90.86,639,274.86,0
COCO_val2014_000000265725.jpg,person,20.09,51.59,368.78999999999996,627.01,0
COCO_val2014_000000265725.jpg,torso,106.09,141.59,225.09,325.59000000000003,0
COCO_val2014_000000265725.jpg,head,129.09,60.59,217.09,147.59,0
COCO_val2014_000000481214.jpg,person,0,24.65,361.68,500.0,0
COCO_val2014_000000481214.jpg,torso,41,366.65,317,498.65,0
COCO_val2014_000000481214.jpg,head,60,45.65,286,385.65,0
COCO_val2014_000000528046.jpg,person,86.22,89.63,427.0,522.46,0
COCO_val2014_000000528046.jpg,torso,191.22,176.63,425.22,404.63,0
COCO_val2014_000000528046.jpg,head,88.22,108.63,270.22,277.63,0
COCO_val2014_000000528091.jpg,person,55.04,37.58,382.90000000000003,490.75,0
COCO_val2014_000000528091.jpg,torso,168.04,87.58,273.04,279.58,0
COCO_val2014_000000528091.jpg,head,167.04,43.58,222.04,113.58,0
COCO_val2014_000000528098.jpg,person,46.17,7.62,458.52000000000004,439.3,0
COCO_val2014_000000528098.jpg,torso,182.17000000000002,141.62,435.17,347.62,0
COCO_val2014_000000266041.jpg,person,7.87,74.16,277.53000000000003,492.13,0
COCO_val2014_000000266041.jpg,torso,107.87,275.15999999999997,265.87,490.15999999999997,0
COCO_val2014_000000266041.jpg,head,98.87,174.16,220.87,285.15999999999997,0
COCO_val2014_000000003964.jpg,person,368.65,50.62,498.53999999999996,414.49,0
COCO_val2014_000000003964.jpg,torso,420.65,109.62,493.65,218.62,0
COCO_val2014_000000003964.jpg,head,425.65,63.62,472.65,115.62,0
COCO_val2014_000000004011.jpg,person,59.68,28.01,360.52,535.91,0
COCO_val2014_000000004011.jpg,torso,93.68,151.01,343.68,483.01,0
COCO_val2014_000000004011.jpg,head,207.68,40.010000000000005,300.68,174.01,0
COCO_val2014_000000266160.jpg,person,233,66.1,448,307.1,0
COCO_val2014_000000266160.jpg,torso,318,150.1,406,274.1,0
COCO_val2014_000000266160.jpg,head,280,152.1,365,274.1,0
COCO_val2014_000000004227.jpg,person,142.38,168.27,304.9,618.4300000000001,0
COCO_val2014_000000004227.jpg,torso,206.38,290.27,284.38,410.27,0
COCO_val2014_000000004227.jpg,head,223.38,285.27,284.38,345.27,0
COCO_val2014_000000528525.jpg,person,114.63,24.93,533.99,422.32,0
COCO_val2014_000000528525.jpg,torso,221.63,212.93,482.63,420.93,0
COCO_val2014_000000528525.jpg,head,298.63,42.93,470.63,256.93,0
COCO_val2014_000000004275.jpg,person,123.88,157.67,394.69,564.87,0
COCO_val2014_000000004275.jpg,torso,254.88,215.67,353.88,333.66999999999996,0
COCO_val2014_000000004275.jpg,head,257.88,191.67,307.88,250.67,0
COCO_val2014_000000135356.jpg,person,179.06,94.74,305.26,474.43,0
COCO_val2014_000000135356.jpg,torso,193.06,163.74,283.06,320.74,0
COCO_val2014_000000135356.jpg,head,233.06,100.74,293.06,185.74,0
COCO_val2014_000000528729.jpg,person,168.27,92.58,309.57000000000005,466.88,0
COCO_val2014_000000528729.jpg,torso,184.27,149.57999999999998,264.27,290.58,0
COCO_val2014_000000528729.jpg,head,184.27,100.58,239.27,166.57999999999998,0
COCO_val2014_000000397705.jpg,person,20.93,40.25,405.69,326.8,0
COCO_val2014_000000397705.jpg,torso,49.93,109.25,262.93,245.25,0
COCO_val2014_000000397705.jpg,head,37.93,46.25,129.93,147.25,0
COCO_val2014_000000004509.jpg,person,71.75,45.92,312.83000000000004,496.22,0
COCO_val2014_000000004509.jpg,torso,137.75,163.92000000000002,281.75,396.92,0
COCO_val2014_000000004509.jpg,head,178.75,54.92,267.75,194.92000000000002,0
COCO_val2014_000000197369.jpg,person,46.85,0.16,443.45000000000005,373.32000000000005,0
COCO_val2014_000000197369.jpg,torso,249.85,119.16,441.85,372.16,0
COCO_val2014_000000197369.jpg,head,317.85,0.16,420.85,155.16,0
COCO_val2014_000000397809.jpg,person,86.49,127.57,328.65,633.51,0
COCO_val2014_000000397809.jpg,torso,99.49,315.57,266.49,618.5699999999999,0
COCO_val2014_000000397809.jpg,head,99.49,155.57,243.49,342.57,0
COCO_val2014_000000135690.jpg,person,59.9,288.4,195.20000000000002,399.29999999999995,0
COCO_val2014_000000135690.jpg,torso,111.9,303.4,164.9,342.4,0
COCO_val2014_000000135690.jpg,head,152.9,291.4,182.9,321.4,0
COCO_val2014_000000397857.jpg,person,18.7,92.04,480.0,632.81,0
COCO_val2014_000000397857.jpg,torso,141.7,274.04,435.7,589.04,0
COCO_val2014_000000397857.jpg,head,267.7,107.04,401.7,296.04,0
COCO_val2014_000000131847.jpg,person,0,1.69,500,375.0,0
COCO_val2014_000000131847.jpg,torso,34,188.69,474,373.69,0
COCO_val2014_000000131847.jpg,head,145,1.69,373,257.69,0
COCO_val2014_000000266831.jpg,person,231.93,74.52,354.1,270.44,0
COCO_val2014_000000266831.jpg,torso,246.93,157.51999999999998,322.93,237.51999999999998,0
COCO_val2014_000000266831.jpg,head,259.93,77.52,322.93,128.51999999999998,0
COCO_val2014_000000266847.jpg,person,147.51,70.9,477.03,439.67999999999995,0
COCO_val2014_000000266847.jpg,torso,232.51,135.9,332.51,251.9,0
COCO_val2014_000000266847.jpg,head,222.51,83.9,279.51,161.9,0
COCO_val2014_000000004742.jpg,person,265.17,120.62,463.33000000000004,318.78,0
COCO_val2014_000000004742.jpg,torso,358.17,143.62,441.17,203.62,0
COCO_val2014_000000004742.jpg,head,317.17,125.62,364.17,173.62,0
COCO_val2014_000000004764.jpg,person,412.38,0.01,547.9300000000001,163.39,0
COCO_val2014_000000004764.jpg,torso,428.38,0.01,513.38,48.01,0
COCO_val2014_000000004772.jpg,person,30.42,126.68,273.75,394.17,0
COCO_val2014_000000004772.jpg,torso,30.42,226.68,239.42000000000002,392.68,0
COCO_val2014_000000004772.jpg,head,118.42,138.68,226.42000000000002,251.68,0
COCO_val2014_000000529065.jpg,person,80.72,114.59,266.66999999999996,353.87,0
COCO_val2014_000000529065.jpg,torso,169.72,147.59,227.72,226.59,0
COCO_val2014_000000529065.jpg,head,224.72,159.59,259.72,192.59,0
COCO_val2014_000000022656.jpg,person,183.37,71.91,356.78,245.31,0
COCO_val2014_000000022656.jpg,torso,188.37,170.91,323.37,229.91,0
COCO_val2014_000000022656.jpg,head,204.37,79.91,279.37,195.91,0
COCO_val2014_000000004916.jpg,person,72.81,28.76,248.99,393.71,0
COCO_val2014_000000004916.jpg,torso,113.81,119.76,220.81,272.76,0
COCO_val2014_000000004916.jpg,head,138.81,36.760000000000005,197.81,126.76,0
COCO_val2014_000000004916.jpg,person,220.35,120.45,372.13,391.90999999999997,1
COCO_val2014_000000004916.jpg,torso,252.35,204.45,342.35,341.45,1
COCO_val2014_000000004916.jpg,head,261.35,127.45,316.35,211.45,1
COCO_val2014_000000004980.jpg,person,166.54,58.22,300.64,581.83,0
COCO_val2014_000000004980.jpg,torso,231.54,142.22,296.53999999999996,288.22,0
COCO_val2014_000000004980.jpg,head,239.54,63.22,298.53999999999996,154.22,0
COCO_val2014_000000529270.jpg,person,1.44,96.36,366.74,638.5600000000001,0
COCO_val2014_000000529270.jpg,torso,3.44,274.36,363.44,635.36,0
COCO_val2014_000000529270.jpg,head,90.44,113.36,253.44,309.36,0
COCO_val2014_000000005038.jpg,person,389.39,159.46,597.5699999999999,435.6,0
COCO_val2014_000000005038.jpg,torso,415.39,211.46,481.39,311.46000000000004,0
COCO_val2014_000000005038.jpg,head,418.39,164.46,460.39,222.46,0
COCO_val2014_000000398309.jpg,person,209.36,1.23,461.32000000000005,251.36999999999998,0
COCO_val2014_000000398309.jpg,torso,223.36,34.23,357.36,133.23,0
